player_id,nome,squadra,ruolo_mantra,ruolo_classic,mantra_qa,mantra_fvm,classic_qa,classic_fvm,pg_2026_27,mv_2026_27,fm_2026_27,gol_2026_27,ass_2026_27,amm_2026_27,esp_2026_27,gs_2026_27,rp_2026_27,pg_2025_26,mv_2025_26,fm_2025_26,gol_2025_26,ass_2025_26,amm_2025_26,esp_2025_26,gs_2025_26,rp_2025_26,pg_2024_25,mv_2024_25,fm_2024_25,gol_2024_25,ass_2024_25,amm_2024_25,esp_2024_25,gs_2024_25,rp_2024_25,pg_2023_24,mv_2023_24,fm_2023_24,gol_2023_24,ass_2023_24,amm_2023_24,esp_2023_24,gs_2023_24,rp_2023_24,nessuno_storico,cambio_squadra,fm_media_pesata,trend_fm,pres_pct_2026_27,pres_pct_2025_26,pres_pct_2024_25,pres_pct_2023_24,continuita_pct,pos_media_squadra,stato_infortunio,dettaglio_infortunio,infortunio_aggiornato_il
6010,Fazzini,CAG,c/t,c,8,28,7,28,4,5.88,6.0,0,1,1,0,0,0,12,5.88,5.83,0,0,2,0,0,0,20,6.42,6.98,4,1,2,1,0,0,25,5.92,5.96,1,1,6,0,0,0,0,1,6.2,stabile,100,32,53,66,63,15.0,,,
7374,Mendy P.,CAG,pc,a,6,13,7,16,4,6.25,7.0,1,0,0,0,0,0,8,5.94,6.62,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.62,n_d,100,21,,,60,15.0,,,
6867,Valle,COM,ds/e,d,7,23,7,23,3,6.33,6.67,0,1,0,0,0,0,26,6.06,6.23,1,3,3,0,0,0,13,5.81,5.73,0,0,2,0,0,0,,,,,,,,,,0,0,6.04,crescente,75,68,34,,59,11.33,,,
7469,Bracaglia,FRO,ds/dc,d,7,18,7,16,4,6.38,7.12,1,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,19.33,,,
6238,Oyono A.,FRO,dd/e,d,7,10,7,10,4,6.38,6.5,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,14,5.82,5.75,0,1,4,0,0,0,0,0,5.75,n_d,100,,,37,68,19.33,,,
7332,Bijlow,GEN,por,p,7,12,7,12,4,5.75,3.75,0,0,0,0,8,0,16,6.06,4.78,0,0,1,0,20,0,,,,,,,,,,,,,,,,,,,0,0,4.78,n_d,100,42,,,71,13.33,,,
5791,Frendrup,GEN,m/c,c,8,24,7,19,4,5.62,5.62,0,0,0,0,0,0,36,5.96,5.97,1,0,5,0,0,0,35,6.0,6.04,2,0,5,0,0,0,37,6.23,6.42,2,4,6,0,0,0,0,0,6.08,calante,100,95,92,97,96,13.33,,,
4657,Celik,JUV,b/dd/e,d,8,18,7,16,4,5.75,5.62,0,0,1,0,0,0,32,6.17,6.27,1,2,2,1,0,0,30,5.78,5.77,0,2,5,0,0,0,12,5.92,5.88,0,0,1,0,0,0,0,1,6.04,crescente,100,84,79,32,74,4.33,,,
5685,Koopmeiners,JUV,c/t,c,7,20,7,20,3,6.33,7.67,1,1,0,0,0,0,29,5.64,5.55,0,0,5,0,0,0,28,5.98,6.39,3,4,3,0,0,0,34,6.40,7.53,12,5,5,0,0,0,0,0,6.2,calante,75,76,74,89,78,4.33,,,
5620,Tavares N.,LAZ,ds/e,d,7,27,7,27,3,6.33,6.67,0,1,0,0,0,0,22,5.91,5.80,0,0,5,0,0,0,23,6.28,6.5,0,7,2,1,0,0,,,,,,,,,,0,0,6.06,calante,75,58,61,,65,7.67,,,
7252,Stulic,LEC,pc,a,6,10,7,11,4,5.5,5.5,0,0,0,0,0,0,30,5.73,6.12,4,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.12,n_d,100,79,,,90,16.0,,,
6593,Akinsanmiro,MON,c,c,7,11,7,11,3,6.0,6.33,0,1,0,0,0,0,23,5.80,5.80,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,0,1,5.8,n_d,75,61,,,68,17.33,,,
7523,Varela G.,MON,pc,a,7,34,7,37,3,6.67,8.67,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,17.33,,,
6666,Bernabè,PAR,c,c,7,30,7,30,3,5.83,5.83,0,0,0,0,0,0,32,6.17,6.48,3,1,0,0,0,0,19,6.29,6.47,1,1,1,0,0,0,,,,,,,,,,0,0,6.48,stabile,75,84,50,,70,16.33,,,
7529,Koulierakis,ROM,dc,d,7,10,7,10,1,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,4.67,,,
6672,Idzes,SAS,dc,d,7,17,7,17,3,6.17,6.0,0,0,1,0,0,0,35,5.94,5.9,0,0,3,0,0,0,35,5.96,5.97,1,0,5,0,0,0,,,,,,,,,,0,0,5.93,stabile,75,92,92,,86,16.67,indisponibile,"Il difensorr ai box per una lesione di grado moderato al quadricipite della gamba sinistra, proverà a tornerà arruolabile dalla seconda metà di ottobre.",2026-09-18
5851,Doig,SAS,ds/e,d,7,10,7,10,4,6.25,7.0,1,0,0,0,0,0,27,5.85,5.76,0,0,5,0,0,0,,,,,,,,,,28,5.82,5.77,0,2,7,0,0,0,0,0,5.76,stabile,100,71,,74,82,16.67,,,
2528,Matic,SAS,m/c,c,8,21,7,16,4,6.62,6.75,0,1,1,0,0,0,34,5.96,5.96,1,1,6,1,0,0,,,,,,,,,,0,0.0,0.0,0,0,0,0,0,0,0,0,5.96,n_d,100,89,,0,63,16.67,,,
6642,Coco,TOR,dc,d,7,14,7,14,4,5.88,5.88,0,0,0,0,0,0,35,5.84,5.91,1,1,3,0,0,0,32,5.86,5.83,2,0,10,0,0,0,,,,,,,,,,0,0,5.88,stabile,100,92,84,,92,10.67,,,
5010,Ismajli,TOR,dc,d,7,12,7,12,3,6.0,6.0,0,0,0,0,0,0,24,5.92,5.90,0,2,5,0,0,0,29,6.17,6.12,0,0,3,0,0,0,25,5.72,5.68,0,0,2,0,0,0,0,0,5.92,stabile,75,63,76,66,70,10.67,,,
7060,Cacciamani,TOR,e/w,c,7,26,7,26,4,6.12,6.38,0,1,0,0,0,0,,,,,,,,,,1,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,0,0,,n_d,100,,3,,52,10.67,,,
6783,Unai Gomez,UDI,t,c,6,14,7,14,3,5.67,6.0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,12.33,,,
5507,Busio,VEN,m/c,c,8,17,7,14,4,6.12,6.5,0,2,1,0,0,0,,,,,,,,,,31,5.90,6.03,2,0,4,0,0,0,,,,,,,,,,0,0,6.03,n_d,100,,82,,91,19.67,indisponibile,il regista dei veneti KO l'11 settembre contro la Fiorentina vittima di una distrazione intratendinea del bicipite femorale destro. Rientro dalla seconda metà di ottobre.,2026-09-18
7449,Rrahmani Al.,VEN,pc,a,6,9,7,12,1,5.5,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,19.67,,,
5946,Sow,GEN,m/c,c,8,20,7,15,4,5.75,5.88,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,13.33,,,
7069,Fortini,TOR,e,d,6,12,7,12,4,6.12,6.12,0,0,0,0,0,0,12,5.96,5.96,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,5.96,n_d,100,32,,,66,10.67,,,
7564,Leysen F.,SAS,ds/dc,d,7,14,7,12,4,6.25,6.38,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,16.67,,,
4705,Balerdi,ROM,dc,d,7,14,7,14,2,6.75,6.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,4.67,,,
7618,Hutchinson,MIL,w/a,c,6,18,7,18,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,0,,,,0,5.0,,,
7619,Monteiro J.,LEC,w/a,c,6,21,7,21,2,5.5,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,16.0,,,
5680,Sarr P.,JUV,m/c,c,7,28,7,23,1,5.5,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,4.33,,,
7620,Zeballos,MON,a,a,7,21,7,21,1,6.5,9.5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,17.33,,,
6833,Mbangula,BOL,w/a,c,7,20,7,20,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,15,6.33,7.13,3,3,1,0,0,0,,,,,,,,,,0,1,7.13,n_d,0,,39,,20,7.33,,,
7623,Gnonto,FIO,w/a,a,8,22,7,20,2,5.75,5.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,9.67,,,
7624,Braganca,TOR,c,c,7,19,7,19,2,6.25,6.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,10.67,,,
795,El Shaarawy,GEN,w,c,6,13,7,13,1,6.0,6.0,0,0,0,0,0,0,18,6.14,6.33,1,2,4,0,0,0,21,6.19,6.71,3,3,2,0,0,0,29,6.05,6.40,3,2,2,0,0,0,0,1,6.46,stabile,25,47,55,76,51,13.33,,,
2640,Kolasinac,ATA,ds/dc,d,7,13,6,12,4,5.75,5.75,0,0,0,0,0,0,17,6.03,5.94,0,0,3,0,0,0,23,6.13,5.98,0,2,7,0,0,0,29,6.03,6.07,1,0,4,0,0,0,0,0,5.98,stabile,100,45,61,76,70,4.67,,,
7219,Bernasconi,ATA,ds/e,d,6,16,6,16,2,5.75,5.75,0,0,0,0,0,0,22,6.09,6.16,0,3,3,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.16,n_d,50,58,,,54,4.67,,,
7212,Heggem,BOL,ds/dc,d,7,16,6,14,4,5.62,5.5,0,0,1,0,0,0,25,5.84,5.8,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,5.8,n_d,100,66,,,83,7.33,,,
5678,Holm,BOL,dd/e,d,6,13,6,13,4,6.12,6.0,0,0,1,0,0,0,16,6.09,6.44,1,4,1,1,0,0,16,5.94,6.12,1,1,3,0,0,0,18,5.94,6.08,1,1,5,0,0,0,0,1,6.27,crescente,100,42,42,47,58,7.33,,,
4433,Zortea,BOL,dd/e,d,6,15,6,15,2,6.0,6.0,0,0,0,0,0,0,28,5.86,5.89,0,2,2,0,0,0,35,6.07,6.6,6,2,3,0,0,0,19,6.16,6.63,2,5,4,0,0,0,0,0,6.25,calante,50,74,92,50,66,7.33,,,
6893,Kempf,COM,dc,d,6,12,6,12,2,6.25,6.25,0,0,0,0,0,0,29,6.12,6.52,4,1,3,0,0,0,31,5.85,5.76,0,0,4,1,0,0,,,,,,,,,,0,0,6.23,crescente,50,76,82,,69,11.33,,,
7412,Milla,COM,m/c,c,6,32,6,27,2,6.75,6.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,11.33,,,
5036,Caqueret,COM,c/t,c,6,12,6,12,3,6.17,6.0,0,0,1,0,0,0,28,6.11,6.41,2,4,3,0,0,0,16,6.34,6.78,2,3,4,0,0,0,,,,,,,,,,0,0,6.55,calante,75,74,42,,64,11.33,,,
6678,Liberali,COM,t,c,5,13,6,13,1,6.0,6.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,0,1,,n_d,25,0,3,,9,11.33,,,
7410,Viery,FIO,ds/dc,d,7,14,6,13,3,5.67,5.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,9.67,,,
7464,Oulai,FIO,m/c,c,7,21,6,16,3,5.67,5.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,75,,,,75,9.67,,,
6415,Palmisani,FRO,por,p,6,13,6,13,4,6.38,5.38,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0,0,0,0,0,0,0,0,,n_d,100,,,0,50,19.33,,,
7467,Calvani,FRO,dc,d,6,13,6,13,4,6.38,6.12,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,19.33,,,
4952,Monterisi,FRO,dc,d,6,12,6,12,3,5.83,5.83,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,18,5.83,6.25,2,2,1,0,0,0,0,0,6.25,n_d,75,,,47,61,19.33,,,
5998,Zerbin,FRO,w,c,5,10,6,12,2,6.25,6.25,0,0,0,0,0,0,29,5.76,5.79,0,2,2,0,0,0,18,6.0,6.11,1,1,4,0,0,0,16,5.78,5.78,0,1,0,1,0,0,0,1,5.88,stabile,50,76,47,42,54,19.33,,,
6660,Marcandalli,GEN,dc,d,6,14,6,14,4,5.38,5.38,0,0,0,0,0,0,31,5.87,5.84,0,1,4,0,0,0,8,5.88,5.75,0,0,2,0,0,0,,,,,,,,,,0,0,5.81,stabile,100,82,21,,68,13.33,,,
6020,Ellertsson,GEN,e/c,c,7,17,6,14,4,5.62,5.62,0,0,0,0,0,0,35,5.84,5.91,1,1,1,1,0,0,35,6.01,6.21,2,2,2,0,0,0,,,,,,,,,,0,0,6.02,stabile,100,92,92,,95,13.33,,,
4177,Pavard,INT,dd/dc,d,6,16,6,14,2,5.75,5.75,0,0,0,0,0,0,1,6.5,6.5,0,0,0,0,0,0,22,6.05,6.0,0,1,4,0,0,0,21,6.29,6.24,0,2,6,0,0,0,0,0,6.1,stabile,50,3,58,55,42,1.33,,,
2832,Boga,JUV,w/a,a,7,25,6,23,3,5.83,5.83,0,0,0,0,0,0,13,6.19,7.15,4,1,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0,7.15,n_d,75,34,,,54,4.33,indisponibile,"l'ala offensiva dei bianconeri fermo dopo il match contro il Milan (6 settembre) per una lesione di medio grado del bicipite femorale. Attesi nuovi esami medici a fine settembre per stabilire con esattezza i tempi di recupero, ma ipotizziamo oggi un possibile rientro dalla metà di ottobre.",2026-09-18
2188,Marusic,LAZ,dd/ds/e,d,6,23,6,21,1,6.0,6.0,0,0,0,0,0,0,33,5.86,5.97,1,2,1,1,0,0,31,5.85,6.16,4,0,1,0,0,0,37,5.72,5.73,1,0,3,1,0,0,0,0,5.98,stabile,25,87,82,97,73,7.67,indisponibile,il terzino dei biancocelesti KO il 24 agosto a Bologna vittima di una lesione muscolare alla coscia. Ipotesi rientro da inizio ottobre.,2026-09-18
4459,Rovella,LAZ,m/c,c,7,19,6,16,2,6.25,6.25,0,0,0,0,0,0,11,5.73,5.64,0,1,2,1,0,0,33,6.11,6.0,0,3,13,0,0,0,21,6.12,6.07,0,2,6,0,0,0,0,0,5.83,calante,50,29,87,55,55,7.67,indisponibile,il regista dei biancocelesti KO il 30 agosto contro il Genoa vittima di una lesione muscolare al polpaccio che lo terrà ai box fino alla prima metà di ottobre.,2026-09-18
6990,Veiga D.,LEC,dd/e,d,6,12,6,12,4,5.88,6.12,0,2,2,0,0,0,36,5.82,5.69,0,0,9,0,0,0,11,5.73,5.73,0,0,0,0,0,0,,,,,,,,,,0,0,5.71,stabile,100,95,29,,75,16.0,,,
4502,Gallo,LEC,ds/e,d,6,12,6,12,3,5.83,5.83,0,0,0,0,0,0,37,5.95,5.99,0,3,3,0,0,0,31,5.79,5.65,0,2,3,1,0,0,34,5.94,6.0,0,3,2,0,0,0,0,0,5.89,stabile,75,97,82,89,86,16.0,,,
6549,Pierotti,LEC,w,c,6,17,6,19,4,5.75,5.75,0,0,0,0,0,0,37,5.80,5.85,1,1,4,0,0,0,35,5.81,6.1,4,1,4,1,0,0,7,6.07,6.21,0,1,0,0,0,0,0,0,6.0,calante,100,97,92,18,77,16.0,,,
4401,Gabbia,MIL,dc,d,6,14,6,14,1,6.0,6.0,0,0,0,0,0,0,29,5.91,5.84,0,0,4,0,0,0,25,6.04,6.2,2,0,4,0,0,0,17,6.06,6.26,2,0,5,0,0,0,0,0,6.03,calante,25,76,66,45,53,5.0,,,
4751,Tomori,MIL,dc,d,6,8,6,8,0,0.0,0.0,0,0,0,0,0,0,32,5.97,5.88,0,1,6,1,0,0,18,5.86,5.81,0,1,2,1,0,0,25,6.0,6.32,4,0,6,1,0,0,0,0,5.95,calante,0,84,47,66,49,5.0,,,
5838,Birindelli,MON,dd/ds/e,d,6,16,6,14,4,5.88,6.12,0,1,0,0,0,0,,,,,,,,,,20,5.95,6.35,3,0,2,0,0,0,32,6.0,5.89,0,0,7,0,0,0,0,0,6.17,crescente,100,,53,84,79,17.33,,,
2741,Pessina,MON,m/c,c,7,20,6,15,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,11,6.09,6.0,0,0,2,0,0,0,37,6.07,6.46,6,2,3,1,0,0,0,0,6.18,calante,0,,29,97,42,17.33,indisponibile,"Il centrocampista costretto a saltare l'inizio di campionato per una lussazione della rotula del ginocchio destro rimediata nella prima metà di agosto in allenamento. Tempi di recupero da monitorare, ma proverà a tornare arruolabile dall'inizio di novembre.",2026-09-18
2724,Buongiorno,NAP,dc,d,6,14,6,14,0,0.0,0.0,0,0,0,0,0,0,32,5.89,5.88,0,1,3,0,0,0,22,6.36,6.45,1,0,2,0,0,0,29,6.31,6.5,3,0,7,0,0,0,0,0,6.17,calante,0,84,58,76,54,4.33,indisponibile,"il difensore operato nella seconda metà di luglio al menisco del ginocchio destro. Sta recuperando lentamente, ipotizziamo possa tornare arruolabile da metà novembre.",2026-09-18
7411,Daffara,PAR,por,p,6,5,6,5,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,0,,,,0,16.33,,,
6898,Keita M.,PAR,m/c,c,6,17,6,15,4,5.75,5.62,0,0,1,0,0,0,36,6.01,6.06,1,1,1,0,0,0,28,5.73,5.66,0,1,4,1,0,0,,,,,,,,,,0,0,5.91,crescente,100,95,74,,90,16.33,,,
4236,Muric,SAS,por,p,6,14,6,14,4,5.88,4.12,0,0,0,0,7,0,32,6.08,4.77,0,0,4,0,43,1,,,,,,,,,,,,,,,,,,,0,0,4.77,n_d,100,84,,,92,16.67,,,
7036,Bakola,SAS,c/t,c,6,18,6,18,3,6.17,6.5,0,1,0,0,0,0,3,6.17,6.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,n_d,75,8,,,42,16.67,,,
7535,Fitz-Jim,TOR,m/c,c,6,23,6,18,4,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,100,,,,100,10.67,,,
6170,Gineitis,TOR,m/c,c,6,15,6,12,4,5.62,5.75,0,1,1,0,0,0,27,5.87,5.81,0,1,5,0,0,0,28,5.95,6.21,3,1,5,0,0,0,10,6.05,5.95,0,0,2,0,0,0,0,0,5.96,stabile,100,71,74,26,68,10.67,,,
6218,Oristanio,TOR,w/t,c,6,14,6,12,0,0.0,0.0,0,0,0,0,0,0,18,5.78,5.92,1,0,1,0,0,0,37,6.05,6.34,3,3,3,0,0,0,24,6.10,6.38,2,1,1,0,0,0,0,1,6.14,calante,0,47,97,63,52,10.67,,,
608,Zapata D.,TOR,pc,a,5,10,6,12,1,5.5,5.5,0,0,0,0,0,0,23,5.83,6.13,3,1,0,0,0,0,7,6.57,7.79,3,0,1,0,0,0,37,6.26,7.36,13,3,2,0,0,0,0,0,6.87,calante,25,61,18,97,50,10.67,,,
6485,Kristensen T.,ATA,dd/dc,d,7,15,6,14,0,0.0,0.0,0,0,0,0,0,0,28,5.98,6.23,3,0,4,0,0,0,21,5.57,5.60,1,0,5,0,0,0,26,5.79,5.75,0,1,2,1,0,0,0,1,5.95,crescente,0,74,55,68,49,4.67,,,
7198,Piotrowski,UDI,m/c,c,7,16,6,13,2,6.25,7.5,1,0,2,0,0,0,30,5.88,5.95,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,0,0,5.95,n_d,50,79,,,64,12.33,indisponibile,"Il centrocampista ha ravvisato il 7 settembre contro la Lazio una lieve aritmia cardiaca benigna e si sottoporrà nei prossimi giorni ad un intervento di ablazione cardiaca. Osservato un periodo di riposo, potrà tornare alla regolare attività agonistica (ipotizziamo da fine ottobre).",2026-09-18
7272,Gueye,UDI,pc,a,5,7,6,10,3,6.0,7.0,1,0,0,0,0,0,13,5.77,5.92,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,0,0,5.92,n_d,75,34,,,54,12.33,,,
6821,Hainaut,VEN,dd/e,d,6,12,6,12,4,6.12,7.12,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,22,5.86,6.07,2,0,3,0,0,0,,,,,,,,,,0,1,6.07,n_d,100,0,58,,53,19.67,,,
5674,Basic,VEN,m/c,c,6,21,6,16,2,5.75,5.75,0,0,0,0,0,0,23,6.09,6.43,2,3,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,14,5.54,5.36,0,0,5,0,0,0,0,1,6.12,crescente,50,61,0,37,37,19.67,indisponibile,"Il centrocampista out contro Frosinone e Fiorentina per noie fisiche, rimane da valutare quotidianamente in vista di sabato sera in casa contro la Lazio nella 5a giornata di campionato.",2026-09-18
6994,Perez K.,VEN,c/t,c,6,15,6,15,4,5.88,5.75,0,0,1,0,0,0,,,,,,,,,,16,6.03,6.16,1,1,4,0,0,0,,,,,,,,,,0,0,6.16,n_d,100,,42,,71,19.67,,,
7546,Robinson J.,MON,a,a,6,13,6,13,2,6.75,8.25,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,17.33,,,
7329,Obrador,SAS,ds/e,d,6,11,6,11,1,6.0,6.0,0,0,0,0,0,0,16,6.06,6.41,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,,0,1,6.41,n_d,25,42,,,34,16.67,,,
6618,Cissè A.,MIL,w/t,c,6,38,6,38,4,6.25,7.62,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,0,1,,n_d,100,0,0,,33,5.0,,,
4479,Elmas,ATA,w/t,c,6,21,6,21,2,5.5,5.5,0,0,0,0,0,0,28,5.80,5.96,1,3,3,0,0,0,13,6.12,7.04,4,0,0,0,0,0,9,6.0,6.56,2,0,2,0,0,0,0,1,6.4,calante,50,74,34,24,46,4.67,,,
4664,Badiashile,NAP,dc,d,6,11,6,11,1,5.0,5.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,4.33,,,
7580,Sutalo J.,LAZ,dc,d,6,19,6,19,1,5.5,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,7.67,,,
4147,Caleta-Car,SAS,dc,d,6,11,6,11,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,0,,,,0,16.67,,,
7621,Sugawara,CAG,dd/e,d,6,15,6,15,1,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,25,,,,25,15.0,,,
6319,Leite,LAZ,dc,d,6,14,6,14,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,0,,,,0,7.67,,,
4887,Bellanova,ATA,dd/e,d,5,17,5,17,2,5.5,5.25,0,0,1,0,0,0,22,5.82,5.82,0,1,2,0,0,0,35,6.04,6.26,0,9,3,0,0,0,36,6.14,6.35,1,7,5,0,0,0,0,0,6.06,calante,50,58,92,95,74,4.67,,,
5918,Sulemana K.,ATA,a,a,5,5,5,5,0,0.0,0.0,0,0,0,0,0,0,21,6.0,6.24,2,1,4,0,0,0,,,,,,,,,,,,,,,,,,,0,0,6.24,n_d,0,55,,,28,4.67,indisponibile,"L'attaccante KO in amichevole l'8 agosto vittima di una lesione del collaterale mediale di secondo grado del ginocchio sinistro, recuperabile da inizio ottobre.",2026-09-18
7532,Kofler,CAG,dc,d,5,4,5,4,2,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,15.0,,,
7268,Rodriguez Ju.,CAG,ds/dc,d,6,17,5,14,4,6.25,6.25,0,0,0,0,0,0,16,5.62,5.72,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,0,0,5.72,n_d,100,42,,,71,15.0,,,
1871,Deiola,CAG,m/c,c,5,8,5,8,4,6.25,6.0,0,0,2,0,0,0,20,5.98,5.95,0,1,3,0,0,0,25,5.98,6.14,2,1,6,0,0,0,22,5.70,5.59,1,0,7,0,0,0,0,0,5.94,crescente,100,53,66,58,69,15.0,,,
6640,Felici,CAG,w,c,4,7,5,7,1,6.0,6.0,0,0,0,0,0,0,11,6.05,6.55,2,1,3,0,0,0,18,5.83,5.97,0,3,1,0,0,0,,,,,,,,,,0,0,6.33,crescente,25,29,47,,34,15.0,indisponibile,il centrocampista KO il 7 settembre contro il Lecce in casa vittima della rottura del legamento crociato anteriore. Verrà operato e costretto a un lungo stop (ipotizziamo un rientro da marzo).,2026-09-18
7294,Valdepenas,FIO,ds/dc,d,6,13,5,11,2,5.0,5.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,9.67,,,
6506,Fini,FRO,w,c,5,11,5,11,4,6.12,6.12,0,0,0,0,0,0,1,5.5,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,,n_d,100,3,,,52,19.33,,,
6917,Masini,FRO,m/c,c,5,10,5,8,4,6.38,6.62,0,1,0,0,0,0,21,5.98,5.90,0,1,5,0,0,0,18,6.06,6.17,1,0,2,0,0,0,,,,,,,,,,0,1,6.0,stabile,100,55,47,,67,19.33,,,
4970,Messias,GEN,w/t,c,5,8,5,8,4,6.12,6.12,0,0,0,0,0,0,19,6.18,6.68,3,1,1,0,0,0,16,6.0,6.03,1,1,1,0,0,0,17,6.18,6.35,1,0,0,0,0,0,0,0,6.42,crescente,100,50,42,45,59,13.33,,,
5831,Gatti,JUV,dc,d,5,12,5,12,1,7.0,9.5,1,0,1,0,0,0,16,5.94,6.22,2,0,3,0,0,0,28,6.14,6.21,1,0,2,0,0,0,32,5.97,6.11,4,0,7,0,0,0,0,0,6.2,stabile,25,42,74,84,56,4.33,,,
6766,Kelly L.,JUV,ds/dc,d,6,14,5,12,3,5.5,5.5,0,0,0,0,0,0,35,6.01,6.07,1,1,4,0,0,0,12,5.67,5.62,0,0,1,0,0,0,,,,,,,,,,0,0,5.9,crescente,75,92,32,,66,4.33,,,
4817,Pedraza,LAZ,ds/e,d,5,14,5,14,2,6.0,6.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,n_d,50,,,,50,7.67,,,
7240,Siebert,LEC,dc,d,5,12,5,12,4,5.62,5.5,0,0,1,0,0,0,19,5.68,5.76,1,0,3,0,0,0,,,,,,,,,,,,,,,,,,,0,0,5.76,n_d,100,50,,,75,16.0,,,
5739,De Winter,MIL,dd/dc,d,6,26,5,24,4,6.38,6.25,0,0,1,0,0,0,24,5.75,5.90,1,1,1,0,0,0,24,5.85,6.10,3,0,6,0,0,0,29,5.84,5.74,0,1,6,1,0,0,0,0,5.93,stabile,100,63,63,76,76,5.0,,,
